Date,Title,description
5/10/17,Snap shares slump as debut earnings miss forecasts,None
5/10/17,Whole Foods replaces chairman and finance chief,None
5/10/17,Cable cowboy John Malone views a new landscape,None
5/10/17,Toshiba technology unit sale grows more complex,None
5/10/17,Flynn Subpoenaed in Russia Probe by Senate Intelligence Panel,"The Senate Intelligence Committee has subpoenaed documents from Michael Flynn, President Donald Trump‰ó»s fired national security adviser, in a sign the bipartisan probe will continue full speed ahead one day after Trump terminated FBI Director James Comey."
5/10/17,"After Comey, Justice Must Be Served",Congress needs to get serious about holding the president accountable.
5/10/17,What Happens to Trump-Russia Probe After Comey: QuickTake Q&A,"At the moment, the criminal probe into Russia‰ó»s meddling in the 2016 U.S. presidential election has all the stability of the Steinbrenner-era Yankees. With the U.S. attorney general self-sidelined, and the FBI director freshly fired, a makeshift lineup of law-enforcement officials now oversees an inquiry that has implications for American foreign policy, American politics and the Trump presidency. Calls for an outside prosecutor are getting louder."
5/10/17,Mobius Says Low Market Volatility Is Tied to Social Media,Mark Mobius has a left-field theory on why volatility in global stock markets is so low.
5/10/17,Aetna Is Latest Health Insurer to Quit Obamacare Markets,"Aetna Inc. will leave the few remaining states where it had been selling Obamacare plans next year, making it the latest health insurer to pull out of the health law as Republicans attack the program as failing and work to dismantle it."
5/10/17,Uber Greyball Investigation Expands to Multiple U.S. Cities,"The city of Portland, Oregon, is starting its own investigation of Uber Technologies Inc.‰ó»s use of software to evade regulators while a U.S. Justice Department criminal probe continues in that city along with Philadelphia and Austin, Texas, according to officials."
5/10/17,United Directors Sued Over Ousted CEO's Severance Package,"United Continental Holdings Inc. directors were sued by a pension fund for granting a $37 million severance package to the carrier‰ó»s former chief executive officer, who was ousted in a bribery scandal."
5/10/17,Whole Foods Names Panera CEO to Board as It Faces Down Jana,"Whole Foods Market Inc., the ailing organic-grocery chain, is doing what it can to avoid a fight with activist investor Jana Partners."
5/10/17,DeVos Booed Loudly by Graduates at Historically Black College,"A week after President Donald Trump suggested his administration might cut $25 million in capital funding to historically black colleges and universities, Education Secretary Betsy DeVos told Bethune-Cookman University‰ó»s class of 2017 that she ‰óìis fully committed to your success‰óù -- a line that was met by deafening boos from the students and guests."
5/10/17,Boeing Halts Flights of 737 Max on Fault in GE-Safran Engine,"Boeing Co. said it would temporarily suspend flights of its new 737 Max jetliner because of a potential manufacturing flaw in the engines, marring the commercial debut for the fastest-selling plane in company history."
5/10/17,"By attacking Kurdish allies of America, Turkey risks confrontation","In both Syria and Iraq, the danger is mounting"
5/10/17,President Trump abruptly sacks the head of the FBI,"The White House has changed its tune about James Comey, with far-reaching consequences"
5/10/17,Moon Jae-in wins South Korea‰ó»s presidential elections by a landslide,As remarkable is how well the country‰ó»s conservatives did
5/10/17,Why are Russian opposition leaders‰ó» faces turning green?,"Critics of the Kremlin are being splashed with zelyonka, a green liquid"
5/10/17,‰óìGirlboss‰óù is another disappointing take on female entrepreneurship,Compelling stories about successful businesswomen are scarce
5/10/17,The Tory and Labour parties fail to face the realities of Brexit,"The UK will inevitably become a less attractive home for business after Brexit. The problem can be tackled, but only if politicians face up to reality"
5/10/17,A mixed April for United Airlines,"Flyers, it seems, have short memories"
5/10/17,Mumbai plans the world‰ó»s tallest statue,But it won‰ó»t come cheap
5/10/17,"As the FBI Reels, Candidates Emerge to Run Agency","The Justice Department moved on Wednesday to find a temporary successor for fired FBI Director James Comey, as Attorney General Jeff Sessions and his top deputy interviewed five candidates amid continuing fallout over the controversial dismissal."
5/10/17,Opinion | Trump‰ó»s Firing of Comey Is All About the Russia Inquiry,The president has now decisively crippled the F.B.I.‰ó»s ability to carry out an investigation of him and his associates.
5/10/17,Updates and Reactions to F.B.I. Director Comey‰ó»s Firing,"Mr. Comey‰ó»s dismissal drew immediate rebukes from Democrats, who worried about the ramifications for the F.B.I. investigation of Russian meddling in the election."
5/10/17,Inside Trump‰ó»s anger and impatience ‰óî and his sudden decision to fire Comey,The president was said to be frustrated by James Comey&rsquo;s focus on Russia and lack of attention on leaks.
5/10/17,"Why Trump expected only applause when he told Comey, ‰óÖYou‰ó»re fired.‰ó»",A president who operates in the moment sees no profit in considering the lessons and contradictions of the past.
5/10/17,‰óÖI didn‰ó»t come here to defend the president tonight.‰ó» Republican who rescued health-care bill faces voters.,MacArthur slugged through two hours of hostile questions on everything from the firing of FBI Director James Comey to whether the remodeled American Health Care Act would punish women who had been the victims of rape.
5/11/17,"Comey committed 'atrocities,' Sarah Huckabee Sanders says","FBI Director James Comey committed ""atrocities"" when investigating Hillary Clinton's emails, deputy White House press secretary Sarah Huckabee Sanders said Wednesday."
5/11/17,Senate intelligence committee subpoenas Michael Flynn,The Senate intelligence committee Wednesday issued a subpoena to former National Security Adviser Michael Flynn for documents regarding his interactions with Russian officials.
5/11/17,First on CNN: Comey sends farewell letter to friends and agents,"Former FBI Director James Comey, who was fired Tuesday by President Donald Trump, on Wednesday sent a letter to friends and agents. Here is the text of that letter, which was obtained by CNN."
5/11/17,WH: Comey tossed 'stick of dynamite' into DOJ - CNN Video,"When asked about why President Trump was moved to fire James Comey when he previously praised him, Deputy press secretary Sarah Huckabee Sanders said that circumstances change when becoming president and throwing ""a stick of dynamite"" in the Department of Justice is a problem that can't be ignored."
5/11/17,"Comey committed 'atrocities,' Sarah Huckabee Sanders says","FBI Director James Comey committed ""atrocities"" when investigating Hillary Clinton's emails, deputy White House press secretary Sarah Huckabee Sanders said Wednesday."
5/11/17,Senate intelligence committee subpoenas Michael Flynn,The Senate intelligence committee Wednesday issued a subpoena to former National Security Adviser Michael Flynn for documents regarding his interactions with Russian officials.
5/11/17,Classroom becomes isolation ward as spectre of cholera haunts South Sudan,"In a school classroom in drought-hit South Sudan, parents and their children lie on a bare concrete floor as they wait to find out if they will be among the first victims of a feared cholera outbreak."
